zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_mod_no,aggregation_low_no,aggregation_switch
2,2000,10,41,151409.91,1618382.57,482.15,2693.93,18.39,Moderate,17.74,Moderate,0,2,659,0
8,2000,10,41,57555.34,629519.43,99.01,959.39,17.91,Moderate,18.44,Moderate,0,0,246,0
6,2000,10,41,207191.92,4875269.95,5639.41,,18.4,Moderate,19.17,Optimum,0,0,3,0
2,2000,10,42,156618.58,1712340.44,469.85,2693.93,19.23,Optimum,18.18,Moderate,0,2,659,0
7,2000,10,42,9773.94,85333.74,0,242.13,19.31,Optimum,16.7,Moderate,0,0,103,0
4,2000,10,42,108657.17,1253678.19,429.89,1718.71,18.85,Moderate,18.73,Moderate,0,1,308,0
6,2000,10,42,202131.72,4756202.36,5501.68,,19.27,Optimum,18.79,Moderate,0,0,3,0
5,2000,10,42,61419.25,483825.05,1632.22,452.49,19.3,Optimum,15.57,Poor,0,0,29,0
8,2000,10,42,57797.09,635089.75,105.59,959.39,18.14,Moderate,19.18,Optimum,0,0,246,0
1,2000,10,42,45435.95,572365.8,0,1166.17,18.59,Moderate,16.93,Moderate,0,38.5,187,0
3,2000,10,42,36312.71,841792.99,988.37,,19.06,Optimum,19.03,Optimum,0,0,8,0
7,2000,10,43,12691.59,114781.85,0,242.13,20.27,Optimum,18.23,Moderate,0,0,103,0
3,2000,10,43,31855.78,638753.27,867.06,,20.14,Optimum,20.39,Optimum,0,0,8,0
4,2000,10,43,103785.45,1087655.45,435.78,1718.71,19.75,Optimum,19.65,Optimum,1,0,307,1
2,2000,10,43,169876.93,1894133.06,379.88,2693.93,20.16,Optimum,19.63,Optimum,2,0,657,1
6,2000,10,43,160401.7,3774285.97,4365.86,,20.43,Optimum,20.04,Optimum,0,0,3,0
1,2000,10,43,45732.3,570818.55,0,1166.17,19.35,Optimum,17.97,Moderate,13,36,153,1
5,2000,10,43,54716.96,437532.95,1430.95,452.49,19.9,Optimum,16.54,Moderate,0,0,29,0
8,2000,10,43,57405.8,616349.1,94.94,959.39,18.86,Moderate,20.09,Optimum,0,0,246,0
8,2000,10,44,60224.13,682755.92,171.65,959.39,20.22,Optimum,20.9,Optimum,0,0,246,0
2,2000,10,44,162864.73,1790617.08,356.76,2693.93,21.11,Optimum,20.48,Optimum,234,79,346,1
3,2000,10,44,36925.16,858558.83,1005.04,,21.27,Optimum,21.53,Optimum,0,0,8,0
4,2000,10,44,116761.67,1379229.88,480.34,1718.71,20.86,Optimum,20.97,Optimum,1,0,307,1
6,2000,10,44,212508.57,5000371.74,5784.12,,21.48,Optimum,21.32,Optimum,0,0,3,0
5,2000,10,44,46309.37,788391.64,1178.47,452.49,20.76,Optimum,17.14,Moderate,0,0,29,0
1,2000,10,44,45208.35,556940.97,0,1166.17,20.6,Optimum,18.72,Moderate,0,0,187,0
7,2000,10,44,12691.59,114781.85,0,242.13,21.18,Optimum,19.03,Optimum,0,0,103,0
3,2000,11,45,44976.73,1053953.79,1224.19,,21.55,Optimum,20.95,Optimum,0,0,8,0
6,2000,11,45,209496.99,4929507.45,5702.15,,22.29,Optimum,20.98,Optimum,0,0,3,0
5,2000,11,45,73063.26,1251964.98,1981.89,452.49,21.56,Optimum,17.93,Moderate,0,0,29,0
7,2000,11,45,12691.59,114781.85,0,242.13,21.95,Optimum,19.33,Optimum,0,0,103,0
1,2000,11,45,41268.81,509731.68,0,1166.17,21.12,Optimum,19.16,Optimum,0,0,187,0
2,2000,11,45,161493.64,1799689.6,413.47,2693.93,21.78,Optimum,21.01,Optimum,4,0,655,1
4,2000,11,45,97659.51,968473.31,423.75,1718.71,21.45,Optimum,21.48,Optimum,2,0,306,1
8,2000,11,45,59273.67,664890.64,145.78,959.39,20.78,Optimum,21.66,Optimum,0,0,246,0
2,2000,11,46,161125.53,1760517.9,422.25,2693.93,22.99,Optimum,22.06,Optimum,4,0,655,1
8,2000,11,46,59001.05,658051.71,138.36,959.39,22.09,Optimum,23,Moderate,0,0,246,0
5,2000,11,46,80491.01,1345285.05,2045.7,452.49,22.94,Optimum,18.38,Moderate,4,2,23,1
1,2000,11,46,66582.66,933251.18,548.4,1166.17,22.39,Optimum,20.04,Optimum,28,21,138,1
6,2000,11,46,211953.06,4987300.5,5769,,23.1,Moderate,21.3,Optimum,0,0,3,0
3,2000,11,46,40536.35,945346.63,1103.33,,22.79,Optimum,21.56,Optimum,0,0,8,0
4,2000,11,46,89165.52,796483.91,78.26,1718.71,22.67,Optimum,22.57,Optimum,2,0,306,1
7,2000,11,46,13315.07,127365.11,16.97,242.13,23.1,Moderate,20.26,Optimum,0,0,103,0
6,2000,11,47,214409.13,5045092.33,5835.85,,24.4,Moderate,25.47,Moderate,0,0,3,0
1,2000,11,47,87016.48,1524619.55,1111.2,1166.17,24.1,Moderate,21.01,Optimum,15,23.5,172,1
4,2000,11,47,106228.51,1170146.84,395.25,1718.71,24.21,Moderate,24.14,Moderate,0,2,308,0
2,2000,11,47,170639.97,1949059.61,433.75,2693.93,24.34,Moderate,23.52,Moderate,0,273.5,659,0
5,2000,11,47,77802.58,1340457.09,2109.51,452.49,24.19,Moderate,20.32,Optimum,0,0,29,0
7,2000,11,47,13981.93,140682.06,37.13,242.13,24.29,Moderate,21.01,Optimum,0,0,103,0
3,2000,11,47,36273.76,847630,987.31,,24.44,Moderate,26,Moderate,0,0,8,0
8,2000,11,47,58727.34,643020.86,130.91,959.39,23.95,Moderate,24.4,Moderate,0,0,246,0
3,2000,11,48,39833.5,926452.15,1084.2,,25.22,Moderate,26.88,Moderate,0,0,8,0
7,2000,11,48,13401.7,130636.11,23.34,242.13,25.08,Moderate,21.73,Optimum,0,0,103,0
8,2000,11,48,59947.85,667653.49,164.13,959.39,24.98,Moderate,25.24,Moderate,0,0,246,0
1,2000,11,48,88794.86,1559941.55,1186.35,1166.17,25.07,Moderate,22.13,Optimum,15,23.5,172,1
4,2000,11,48,110834.05,1269369.85,482.86,1718.71,25.12,Moderate,25.08,Moderate,0,173.5,308,0
2,2000,11,48,173558.98,2038064.2,647.84,2693.93,25.21,Moderate,24.61,Moderate,0,273.5,659,0
6,2000,11,48,210798.69,4960137.91,5737.58,,25.24,Moderate,26.69,Moderate,0,0,3,0
5,2000,11,48,62521.81,1069309.86,1665.33,452.49,25.08,Moderate,22.22,Optimum,0,0,29,0
6,2000,12,49,215800.47,5077830.94,5873.72,,25.79,Moderate,26.47,Moderate,0,0,3,0
5,2000,12,49,73652.67,1262177.88,1999.59,452.49,25.56,Moderate,22.39,Optimum,0,0,29,0
3,2000,12,49,34613.11,803615.35,942.11,,25.78,Moderate,26.56,Moderate,0,0,8,0
8,2000,12,49,59893.46,666556.06,162.65,959.39,25.47,Moderate,25.73,Moderate,0,0,246,0
4,2000,12,49,112283.56,1325744.45,422.84,1718.71,25.59,Moderate,25.54,Moderate,0,177.5,308,0
2,2000,12,49,170743.61,1976432.08,571.21,2693.93,25.65,Moderate,24.84,Moderate,0,2,659,0
1,2000,12,49,65616.39,868033.09,580.65,1166.17,25.55,Moderate,22.33,Optimum,0,0,187,0
7,2000,12,49,12778.22,118052.85,6.37,242.13,25.56,Moderate,22.14,Optimum,0,0,103,0
2,2000,12,50,163310.37,1846636.68,466.35,2693.93,26.29,Moderate,25.95,Moderate,0,2,659,0
3,2000,12,50,42250.99,983336.25,1150,,26.41,Moderate,26.85,Moderate,0,0,8,0
6,2000,12,50,214235.35,5041003.24,5831.12,,26.35,Moderate,26.86,Moderate,0,0,3,0
5,2000,12,50,70866.12,1213894.52,1915.91,452.49,26.12,Moderate,23.65,Moderate,0,0,29,0
7,2000,12,50,11122.04,95063.4,0.71,242.13,26.16,Moderate,23.5,Moderate,0,0,103,0
8,2000,12,50,59711.98,676505.47,157.71,959.39,26.05,Moderate,26.4,Moderate,0,0,246,0
4,2000,12,50,112653.36,1340270.6,447.55,1718.71,26.21,Moderate,26.14,Moderate,0,1,308,0
1,2000,12,50,45741.41,607358.83,0,1166.17,26.15,Moderate,23.95,Moderate,0,0,187,0
2,2000,12,51,150860.1,1602810.91,476.82,2693.93,27,Moderate,27.14,Moderate,0,2,659,0
5,2000,12,51,77214.51,1324206.89,2110.41,452.49,26.92,Moderate,24.12,Moderate,0,0,29,0
4,2000,12,51,107492.05,1203441.19,373.56,1718.71,26.96,Moderate,26.77,Moderate,0,1,308,0
8,2000,12,51,56599.37,600073.18,72.99,959.39,26.83,Moderate,27.22,Moderate,0,0,246,0
6,2000,12,51,211751.72,4982563.04,5763.52,,27.13,Moderate,27.45,Moderate,0,0,3,0
3,2000,12,51,33808.14,684787.95,920.2,,27.1,Moderate,27.42,Moderate,0,0,8,0
7,2000,12,51,10277.69,87313.94,0.36,242.13,26.95,Moderate,24.77,Moderate,0,0,103,0
1,2000,12,51,45173.19,601334.78,0,1166.17,26.9,Moderate,24.58,Moderate,0,0,187,0
8,2000,12,52,46199.35,464020.93,107.27,959.39,25.3,Moderate,25.84,Moderate,0,0,246,0
7,2000,12,52,10272.79,87231.14,0,242.13,25.42,Moderate,22.49,Optimum,0,0,103,0
5,2000,12,52,76467.16,1320957.53,2114.83,452.49,25.13,Moderate,22.09,Optimum,0,0,29,0
2,2000,12,52,152632.99,1635561.15,515.44,2693.93,25.85,Moderate,24.94,Moderate,0,2,659,0
1,2000,12,52,45173.19,601334.78,0,1166.17,25.67,Moderate,22.53,Optimum,0,0,187,0
6,2000,12,52,218093.79,5131791.81,5936.14,,26.32,Moderate,25.7,Moderate,0,0,3,0
3,2000,12,52,41885.8,974743.12,1140.06,,26.43,Moderate,25.64,Moderate,0,0,8,0
4,2000,12,52,107777.45,1207090.89,437.41,1718.71,25.69,Moderate,25.84,Moderate,0,1,308,0
4,2001,1,1,91364.17,1040277.18,406.65,1432.3,27.19,Moderate,27.09,Moderate,0,1,308,0
3,2001,1,1,37788.56,877963.21,1028.54,,27.34,Moderate,27.22,Moderate,0,0,8,0
1,2001,1,1,36565.88,493340.31,0,971.67,27.11,Moderate,24.14,Moderate,0,0,187,0
8,2001,1,1,47560.44,508118.44,71.82,799.32,26.99,Moderate,27.34,Moderate,0,0,246,0
2,2001,1,1,126249.55,1312307.68,404.47,2244.48,27.29,Moderate,26.76,Moderate,0,2,659,0
7,2001,1,1,7002.14,51107.29,0,201.78,27.11,Moderate,24.93,Moderate,0,0,103,0
5,2001,1,1,70877.77,1226300.46,1989.08,377.09,27.03,Moderate,23.08,Moderate,0,0,29,0
6,2001,1,1,201156.64,4733258.53,5475.14,,27.37,Moderate,27.09,Moderate,0,0,3,0
6,2001,1,2,193118.02,3578192.78,5799.34,,27.58,Moderate,28.52,Poor,0,0,3,0
8,2001,1,2,45760.72,481460.42,60.41,799.32,27.33,Moderate,27.7,Moderate,0,0,246,0
7,2001,1,2,8220.81,75702.85,33.17,201.78,27.53,Moderate,26.17,Moderate,0,0,103,0
4,2001,1,2,91669.7,1018428.45,426.63,1432.3,27.65,Moderate,27.53,Moderate,0,1,308,0
5,2001,1,2,83490.82,1444850.75,2367.85,377.09,27.58,Moderate,23.54,Moderate,0,0,29,0
3,2001,1,2,37476.82,678805.82,1125.43,,27.57,Moderate,28.48,Poor,0,0,8,0
1,2001,1,2,37031.64,498170.77,0,971.67,27.54,Moderate,24.66,Moderate,0,0,187,0
2,2001,1,2,126203.45,1346908.42,461.58,2244.48,27.86,Moderate,27.63,Moderate,0,2,659,0
1,2001,1,3,36764.91,489735.25,0,971.67,27.33,Moderate,25.3,Moderate,0,0,187,0
5,2001,1,3,64840.6,1127564.71,1860.13,377.09,27.35,Moderate,24.42,Moderate,0,0,29,0
8,2001,1,3,36688.53,361301.2,70.74,799.32,27.13,Moderate,27.52,Moderate,0,0,246,0
2,2001,1,3,109764.78,1049913.27,155.52,2244.48,27.47,Moderate,28.05,Poor,0,0,659,0
6,2001,1,3,172463.03,3195486.19,5179.07,,27.4,Moderate,28.32,Poor,0,0,3,0
4,2001,1,3,89077.45,999019.46,403.44,1432.3,27.34,Moderate,27.14,Moderate,0,1,308,0
3,2001,1,3,35545.74,648680.06,1067.44,,27.27,Moderate,28.17,Poor,0,0,8,0
7,2001,1,3,8868.24,67161.53,66.34,201.78,27.22,Moderate,27.25,Moderate,0,0,103,0
1,2001,1,4,35923.42,480624.11,0,971.67,27.87,Moderate,26.59,Moderate,0,0,187,0
4,2001,1,4,91922.27,1059831.36,450.3,1432.3,27.83,Moderate,27.63,Moderate,0,2,308,0
3,2001,1,4,30129.84,553110.63,904.8,,27.37,Moderate,29.94,Poor,0,0,8,0
6,2001,1,4,145546.97,2696771.26,4370.78,,27.42,Moderate,29.7,Poor,0,0,3,0
8,2001,1,4,44764.49,442566.45,66.41,799.32,27.5,Moderate,27.95,Moderate,0,0,246,0
7,2001,1,4,7531.07,53988.98,33.17,201.78,27.71,Moderate,29.34,Poor,0,0,103,0
2,2001,1,4,109300.13,997772.12,174.74,2244.48,28.16,Poor,28.77,Poor,0,0,659,0
5,2001,1,4,80119.53,1349499,2261.01,377.09,28.21,Poor,26.56,Moderate,0,0,29,0
1,2001,1,5,35931.5,476651.59,0.22,971.67,26.33,Moderate,24.87,Moderate,0,0,187,0
2,2001,1,5,117749.31,1209947.48,90.27,2244.48,26.54,Moderate,27,Moderate,0,2,659,0
5,2001,1,5,32836.77,557281.78,809.24,377.09,26.29,Moderate,23.96,Moderate,0,0,29,0
3,2001,1,5,32146.4,646600.76,874.97,,26.65,Moderate,27.6,Moderate,0,0,8,0
7,2001,1,5,6659.12,48254.63,0,201.78,26.31,Moderate,27.18,Moderate,0,0,103,0
8,2001,1,5,48817.33,532792.61,106.03,799.32,26.14,Moderate,26.67,Moderate,0,0,246,0
6,2001,1,5,174762.63,4112201.73,4756.74,,26.75,Moderate,27.59,Moderate,0,0,3,0
4,2001,1,5,90471.02,1019589.71,382.34,1432.3,26.4,Moderate,26.26,Moderate,0,1,308,0
6,2001,2,6,149749.1,2774630.49,4496.97,,26.63,Moderate,28.49,Poor,0,0,3,0
3,2001,2,6,32545.42,599740.89,977.34,,26.56,Moderate,28.77,Poor,0,0,8,0
1,2001,2,6,37852.68,497659.26,0.43,971.67,26.65,Moderate,24.78,Moderate,0,0,187,0
8,2001,2,6,49258.93,543636.49,118.05,799.32,26.28,Moderate,26.72,Moderate,0,1,246,0
2,2001,2,6,120641.39,1200078.79,27.71,2244.48,26.74,Moderate,26.44,Moderate,0,2,659,0
4,2001,2,6,92979.77,1076751.98,460.25,1432.3,26.53,Moderate,26.37,Moderate,0,1,308,0
7,2001,2,6,6659.12,48254.63,0,201.78,26.33,Moderate,27.22,Moderate,0,0,103,0
5,2001,2,6,49329.26,843052.57,1304.51,377.09,26.44,Moderate,24.12,Moderate,0,0,29,0
5,2001,2,7,66978.26,1148862.57,1834.51,377.09,25.16,Moderate,23.44,Moderate,0,0,29,0
8,2001,2,7,47049.04,497104.21,57.9,799.32,25,Moderate,25.58,Moderate,0,0,246,0
3,2001,2,7,35396.05,826977.09,963.42,,25.65,Moderate,27.46,Moderate,0,0,8,0
6,2001,2,7,160274.94,3771303.45,4362.41,,25.66,Moderate,27.55,Moderate,0,0,3,0
4,2001,2,7,92002.38,1022412.1,406.87,1432.3,25.27,Moderate,25.18,Moderate,0,0,308,0
1,2001,2,7,37039.72,498636.59,0.22,971.67,25.22,Moderate,24.25,Moderate,0,0,187,0
2,2001,2,7,117130.08,1141765.03,5.86,2244.48,25.41,Moderate,25.61,Moderate,0,2,659,0
7,2001,2,7,7045.52,51840.99,3.19,201.78,25.2,Moderate,26.26,Moderate,0,0,103,0
7,2001,2,8,7088.77,54378.29,6.37,201.78,25.1,Moderate,25.14,Moderate,0,0,103,0
1,2001,2,8,36190.15,485299.05,0,971.67,25.17,Moderate,23.29,Moderate,0,0,187,0
3,2001,2,8,35674.17,832129.86,970.99,,25.36,Moderate,27.4,Moderate,0,0,8,0
4,2001,2,8,93307.76,1053291.2,442.4,1432.3,25.18,Moderate,25,Moderate,0,0,308,0
2,2001,2,8,112033,1040993.65,17.52,2244.48,25.32,Moderate,25.18,Moderate,0,2,659,0
5,2001,2,8,68769.14,1179893.63,1888.29,377.09,25.18,Moderate,22.74,Optimum,0,0,29,0
6,2001,2,8,165569.18,3895877.9,4506.51,,25.43,Moderate,27.53,Moderate,0,0,3,0
8,2001,2,8,46810.58,492984.42,51.41,799.32,24.97,Moderate,25.47,Moderate,0,0,246,0
2,2001,2,9,111624.46,1034666.24,6.4,2244.48,24.86,Moderate,25.9,Moderate,0,2,659,0
6,2001,2,9,160722.8,3781841.7,4374.6,,24.82,Moderate,26.66,Moderate,0,0,3,0
1,2001,2,9,36392.53,477706.38,0,971.67,24.64,Moderate,24.18,Moderate,0,0,187,0
7,2001,2,9,6702.5,48988.33,3.19,201.78,24.66,Moderate,26.99,Moderate,0,0,103,0
3,2001,2,9,37235.25,866358.34,1013.48,,24.87,Moderate,26.87,Moderate,0,0,8,0
5,2001,2,9,57127.96,978442.31,1541.92,377.09,24.78,Moderate,23.81,Moderate,0,0,29,0
8,2001,2,9,46721.67,491189.99,48.99,799.32,24.51,Moderate,25.18,Moderate,0,0,246,0
4,2001,2,9,91893.38,1020412.88,408.32,1432.3,24.73,Moderate,24.41,Moderate,0,0,308,0
1,2001,3,10,36514.1,478890.28,0,971.67,24.18,Moderate,22.71,Optimum,0,0,187,0
6,2001,3,10,170225.24,4005435.98,4633.24,,24.19,Moderate,26.06,Moderate,0,0,3,0
8,2001,3,10,37833.3,373333.33,71.5,799.32,23.99,Moderate,24.39,Moderate,0,0,246,0
7,2001,3,10,7007.04,51190.09,0.36,201.78,23.98,Moderate,25.26,Moderate,0,0,103,0
5,2001,3,10,72311.76,1241537,1997.89,377.09,24.25,Moderate,21.29,Optimum,0,0,29,0
4,2001,3,10,91598.35,1012693.84,400.29,1432.3,24.16,Moderate,23.94,Moderate,0,0,308,0
2,2001,3,10,112279.53,1045042.98,24.23,2244.48,24.32,Moderate,24.48,Moderate,0,2,659,0
3,2001,3,10,38829.4,902825.37,1056.87,,24.2,Moderate,25.96,Moderate,0,0,8,0
8,2001,3,11,39704.47,421941.61,122.43,799.32,21.9,Optimum,22.73,Optimum,0,0,246,0
6,2001,3,11,148202.55,3487237.39,4033.82,,22.55,Optimum,24.8,Moderate,0,0,3,0
1,2001,3,11,37031.64,467946.39,0,971.67,22.11,Optimum,21.2,Optimum,0,0,187,0
5,2001,3,11,66346.56,1137916.88,1815.54,377.09,22.36,Optimum,20.36,Optimum,0,0,29,0
4,2001,3,11,91726.21,1017338.25,403.77,1432.3,22.17,Optimum,21.87,Optimum,0,0,308,0
3,2001,3,11,31145.23,625009.8,847.72,,22.53,Optimum,24.79,Moderate,0,0,8,0
2,2001,3,11,113679.95,1067026.38,30.17,2244.48,22.31,Optimum,22.75,Optimum,2,0,657,1
7,2001,3,11,7011.8,51270.59,0.71,201.78,22.22,Optimum,23.48,Moderate,0,0,103,0
8,2001,3,12,48774.34,532617.59,104.86,799.32,19.84,Optimum,21.14,Optimum,0,0,246,0
3,2001,3,12,34927.25,815598.2,950.66,,20.94,Optimum,22.55,Optimum,0,0,8,0
6,2001,3,12,150842.68,3549360.36,4105.68,,21.04,Optimum,22.35,Optimum,0,0,3,0
4,2001,3,12,84123.92,901644.95,376.14,1432.3,20.42,Optimum,20.15,Optimum,0,0,308,0
5,2001,3,12,33638.64,571175.94,833.32,377.09,20.48,Optimum,18.79,Moderate,0,0,29,0
2,2001,3,12,112812.63,1057508.7,35.88,2244.48,20.67,Optimum,20.65,Optimum,2,0,657,1
1,2001,3,12,32429.7,402222.91,0,971.67,20.05,Optimum,19.08,Optimum,0,0,187,0
7,2001,3,12,7011.8,51270.59,0.71,201.78,20.73,Optimum,20.18,Optimum,0,0,103,0
5,2001,3,13,64426.48,1102768.91,1757.88,377.09,19.67,Optimum,17.59,Moderate,0,0,29,0
8,2001,3,13,47980.75,516601.2,83.26,799.32,18.85,Moderate,20.27,Optimum,0,0,246,0
1,2001,3,13,32212.65,397496.17,0,971.67,19.13,Optimum,18.2,Moderate,0,0,187,0
6,2001,3,13,152846.12,3596501.55,4160.21,,20.07,Optimum,21.51,Optimum,0,0,3,0
2,2001,3,13,111338.44,1027724.67,35.26,2244.48,19.85,Optimum,19.83,Optimum,2,0,657,1
7,2001,3,13,7011.8,51270.59,0.71,201.78,19.85,Optimum,18.96,Moderate,0,0,103,0
4,2001,3,13,83624.66,883907.51,385.16,1432.3,19.55,Optimum,19.21,Optimum,0,0,308,0
3,2001,3,13,40124.11,933290.35,1092.11,,20,Optimum,21.8,Optimum,0,0,8,0
2,2001,4,14,112033,1040993.65,17.52,2244.48,19.85,Optimum,20.31,Optimum,1,0,658,1
6,2001,4,14,151964.72,3575762.19,4136.22,,20.18,Optimum,21.65,Optimum,0,0,3,0
1,2001,4,14,37031.64,467913.25,0,971.67,19.59,Optimum,18.53,Moderate,0,0,187,0
7,2001,4,14,7011.8,51270.59,0.71,201.78,19.57,Optimum,20.02,Optimum,0,0,103,0
8,2001,4,14,46721.67,491189.99,48.99,799.32,19.33,Optimum,19.82,Optimum,0,0,246,0
4,2001,4,14,89486.79,971648.57,409.16,1432.3,19.69,Optimum,19.67,Optimum,0,0,308,0
3,2001,4,14,35901.59,838524.74,977.18,,20.18,Optimum,21.88,Optimum,0,0,8,0
5,2001,4,14,61157.26,1048259.31,1662.92,377.09,19.52,Optimum,17.92,Moderate,0,0,29,0
7,2001,4,15,7011.8,51270.59,0.71,201.78,18.05,Moderate,18.41,Moderate,0,0,103,0
4,2001,4,15,91521.04,1023993.9,441.92,1432.3,18.06,Moderate,17.96,Moderate,0,0,308,0
5,2001,4,15,71521.44,1226338.17,1990.39,377.09,18.02,Moderate,16.83,Moderate,0,0,29,0
1,2001,4,15,37300.49,449107.85,0,971.67,17.98,Moderate,17.13,Moderate,0,0,187,0
2,2001,4,15,112337.95,1046398.67,22.96,2244.48,18.2,Moderate,18.73,Moderate,0,1,659,0
8,2001,4,15,47434.43,505575.09,68.39,799.32,17.82,Moderate,18.42,Moderate,0,0,246,0
3,2001,4,15,36456.37,851578.69,992.28,,18.53,Moderate,20.29,Optimum,0,0,8,0
6,2001,4,15,146471.73,3446510.8,3986.71,,18.54,Moderate,20.11,Optimum,0,0,3,0
6,2001,4,16,143602.7,3379001.99,3908.62,,18.4,Moderate,19.75,Optimum,0,0,3,0
8,2001,4,16,49555.42,548381.89,126.12,799.32,17.66,Moderate,17.84,Moderate,0,0,246,0
4,2001,4,16,84684.56,915067.44,391.4,1432.3,17.86,Moderate,17.95,Moderate,0,0,308,0
1,2001,4,16,37031.64,455126.74,0,971.67,17.86,Moderate,17.31,Moderate,0,0,187,0
7,2001,4,16,7088.77,54378.29,6.37,201.78,17.6,Moderate,18.67,Moderate,0,0,103,0
2,2001,4,16,112644.73,1054007.99,31.31,2244.48,17.99,Moderate,18.7,Moderate,0,1,659,0
3,2001,4,16,37496.1,875000.41,1020.58,,18.28,Moderate,20.32,Optimum,0,0,8,0
5,2001,4,16,65846.68,1135720.05,1826.13,377.09,17.62,Moderate,16.89,Moderate,0,0,29,0
1,2001,4,17,32233.74,348068.96,0,971.67,15.69,Poor,15.17,Poor,0,0,187,0
6,2001,4,17,141494.56,3329396.98,3851.24,,16.27,Moderate,17.36,Moderate,0,0,3,0
8,2001,4,17,48275.53,499706.09,125.38,799.32,15.57,Poor,16.35,Moderate,0,0,246,0
7,2001,4,17,6058.85,44771.7,3.54,201.78,15.98,Poor,14.89,Poor,0,0,103,0
5,2001,4,17,63709.92,1035840.37,1676.01,377.09,15.93,Poor,15.08,Poor,0,0,29,0
4,2001,4,17,75008.96,701840.73,346.52,1432.3,15.85,Poor,15.67,Poor,0,0,308,0
3,2001,4,17,35307.87,827156.29,961.02,,16.22,Moderate,17.96,Moderate,0,0,8,0
2,2001,4,17,108161.66,952091.95,24.42,2244.48,16.01,Moderate,16.23,Moderate,0,1,659,0
7,2001,4,18,6363.39,45969.87,0.71,201.78,15.51,Poor,15.77,Poor,0,0,103,0
8,2001,4,18,44120.41,422501.5,80.6,799.32,15.34,Poor,15.76,Poor,0,0,246,0
6,2001,4,18,109291.58,2205762.3,2974.73,,15.98,Poor,16.97,Moderate,0,0,3,0
1,2001,4,18,28791.64,304074.61,0,971.67,15.55,Poor,15.12,Poor,0,0,187,0
4,2001,4,18,72692.31,666287.61,308.38,1432.3,15.62,Poor,15.62,Poor,0,0,308,0
2,2001,4,18,103552.25,874574.21,5.86,2244.48,15.78,Poor,15.9,Poor,0,0,659,0
3,2001,4,18,29278.11,587800.53,796.9,,16,Poor,17.47,Moderate,0,0,8,0
5,2001,4,18,53225.09,381847.1,1361.15,377.09,15.49,Poor,14.38,Poor,0,0,29,0
8,2001,5,19,43623.23,421612.31,66.62,799.32,14.11,Poor,14.59,Poor,0,0,246,0
1,2001,5,19,28200.96,301708.98,0,971.67,14.26,Poor,13.47,Poor,0,0,187,0
7,2001,5,19,6021.04,43121.81,0.73,201.78,14.3,Poor,14.07,Poor,0,0,103,0
3,2001,5,19,39942.99,929028.36,1087.18,,14.6,Poor,16.64,Moderate,0,0,8,0
2,2001,5,19,98656.36,833920.06,17.52,2244.48,14.47,Poor,14.53,Poor,0,0,659,0
5,2001,5,19,73078.55,518973.1,1957.35,377.09,14.29,Poor,13.17,Poor,0,0,29,0
4,2001,5,19,78415.86,713673.55,487.73,1432.3,14.31,Poor,14.27,Poor,0,0,308,0
6,2001,5,19,141097.03,3320043.09,3840.42,,14.61,Poor,16.21,Moderate,0,0,3,0
5,2001,5,20,65185.78,464005.08,1724.28,377.09,13.84,Poor,12.41,Poor,0,0,29,0
4,2001,5,20,83700.98,760088.87,600.57,1432.3,14.1,Poor,14.2,Poor,0,0,308,0
8,2001,5,20,43897.63,427735.55,74.86,799.32,14,Poor,14.06,Poor,0,0,246,0
7,2001,5,20,6016.94,43045.91,0.4,201.78,13.83,Poor,13.61,Poor,0,0,103,0
1,2001,5,20,28621.05,312772.44,0,971.67,14.18,Poor,13.12,Poor,0,0,187,0
6,2001,5,20,128270.27,2376659.32,3851.96,,14.57,Poor,15.38,Poor,0,0,3,0
3,2001,5,20,34812.15,630648.66,1045.41,,14.43,Poor,15.74,Poor,0,0,8,0
2,2001,5,20,98268.08,831238.26,5.86,2244.48,14.21,Poor,14.37,Poor,0,0,659,0
3,2001,5,21,31282.35,566129.02,939.41,,12.51,Poor,13.92,Poor,0,0,8,0
7,2001,5,21,6016.28,43041.31,0.38,201.78,12.38,Poor,10.85,Poor,0,0,103,0
2,2001,5,21,100020.59,853455.46,5.86,2244.48,12.47,Poor,12.18,Poor,0,0,659,0
1,2001,5,21,36107.86,416526.59,0,971.67,12.18,Poor,10.94,Poor,0,0,187,0
4,2001,5,21,95628.76,874086.81,816.58,1432.3,12.29,Poor,12.19,Poor,0,0,308,0
6,2001,5,21,131155.71,2430122.37,3938.61,,12.42,Poor,13.43,Poor,0,0,3,0
8,2001,5,21,57188.98,537715.61,474,799.32,12.04,Poor,12.69,Poor,0,0,246,0
5,2001,5,21,68352.61,485878.08,1819.38,377.09,12.38,Poor,11.13,Poor,0,0,29,0
7,2001,5,22,6819.57,49957.21,24.71,201.78,11.87,Poor,10.1,Poor,0,0,103,0
3,2001,5,22,34552.74,630397.22,1037.62,,12,Poor,12.63,Poor,0,0,8,0
4,2001,5,22,92240.76,824102.74,857.02,1432.3,11.72,Poor,11.62,Poor,0,0,308,0
8,2001,5,22,70616.88,648860.85,877.24,799.32,11.42,Poor,12.11,Poor,0,0,246,0
